,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42395,54,5,1,2,0,95,0,0,0,19,8,842,1,-1,0,0,1
42396,51,0,0,1,0,237,0,0,0,6,7,172,1,-1,0,0,1
42397,28,9,2,2,0,67,0,0,0,25,8,393,1,-1,0,0,1
42398,55,5,1,1,0,-360,0,0,0,24,4,807,1,-1,0,0,1
42399,33,1,1,0,0,700,1,0,2,16,8,1060,4,-1,0,0,1
42400,38,5,2,2,0,1987,0,0,0,26,3,136,2,-1,0,0,1
42401,34,9,2,0,0,5,0,0,0,10,2,929,1,-1,0,0,1
42402,38,0,1,0,0,147,0,0,0,6,2,696,2,-1,0,0,1
42403,36,9,1,1,0,0,0,0,0,13,6,639,2,-1,0,0,1
42404,41,3,1,1,0,1154,1,0,0,17,1,1081,1,-1,0,0,1
42405,36,4,1,2,0,-2,0,0,1,15,6,637,5,-1,0,0,1
42406,30,2,0,1,0,57,0,0,0,8,7,525,1,-1,0,0,1
42407,31,6,1,1,0,222,1,0,0,7,7,1082,3,-1,0,0,1
42408,28,8,1,1,0,208,0,0,0,25,4,472,2,-1,0,0,1
42409,25,7,2,1,0,395,0,0,0,5,8,193,1,-1,0,0,1
42410,37,9,0,1,0,357,1,0,0,14,5,923,1,-1,0,0,1
42411,31,1,1,0,0,152,1,1,0,8,5,830,1,-1,0,0,1
42412,52,6,0,1,0,31,0,0,0,9,7,930,1,-1,0,0,1
42413,32,8,1,1,0,942,0,0,0,23,5,790,1,-1,0,0,1
42414,32,3,1,1,0,2016,0,0,0,11,1,1235,1,-1,0,0,1
42415,35,5,1,1,0,58,0,0,0,24,6,811,1,-1,0,0,1
42416,33,1,1,1,0,2500,0,0,0,15,4,634,2,-1,0,0,1
42417,59,4,0,1,0,495,1,0,0,14,7,654,1,-1,0,0,1
42418,33,5,1,2,0,242,0,0,0,7,5,307,2,-1,0,0,1
42419,50,8,1,1,0,377,0,0,0,12,6,683,2,-1,0,0,1
42420,34,6,1,1,0,1336,0,0,0,30,0,440,1,-1,0,0,1
42421,59,5,0,0,0,1106,0,0,0,14,5,797,1,-1,0,0,1
42422,24,7,1,1,0,432,1,0,1,7,6,765,1,-1,0,0,1
42423,25,2,1,1,0,2076,0,0,0,6,1,314,1,-1,0,0,1
42424,29,2,2,1,0,312,0,0,0,22,7,157,1,-1,0,0,1
42425,66,4,0,0,0,250,0,0,0,2,2,359,1,-1,0,0,1
42426,36,0,1,1,0,0,0,0,0,12,7,1076,1,-1,0,0,1
42427,28,9,1,1,0,1221,0,0,0,17,2,433,3,-1,0,0,1
42428,38,5,1,1,0,1811,0,0,0,20,1,245,1,-1,0,0,1
42429,59,5,1,1,0,2565,0,0,1,16,1,211,2,-1,0,0,1
42430,39,1,1,1,0,1023,0,0,0,14,6,275,3,-1,0,0,1
42431,50,2,1,1,0,800,1,0,0,9,4,2935,3,-1,0,0,1
42432,37,1,1,1,0,654,1,0,0,15,1,676,1,-1,0,0,1
42433,36,6,1,1,0,0,0,0,0,6,7,764,1,-1,0,0,1
42434,55,4,0,1,0,924,0,0,0,26,1,434,2,-1,0,0,1
42435,39,3,1,2,0,77,0,0,0,16,5,261,1,-1,0,0,1
42436,31,5,1,2,0,886,0,0,0,5,4,514,1,-1,0,0,1
42437,35,2,1,1,0,132,0,0,0,3,4,299,3,-1,0,0,1
42438,38,3,1,2,0,1899,0,0,0,23,1,547,5,-1,0,0,1
42439,32,6,2,1,0,3273,0,0,0,7,1,762,1,-1,0,0,1
42440,31,7,0,1,0,351,0,0,0,17,6,478,1,-1,0,0,1
42441,44,8,1,1,0,539,1,0,2,17,6,751,1,-1,0,0,1
42442,27,5,1,2,0,822,0,0,0,19,5,560,1,-1,0,0,1
42443,25,1,1,1,0,1,0,0,0,22,7,121,2,-1,0,0,1
42444,44,2,1,0,0,363,0,0,0,28,6,1151,2,-1,0,0,1
42445,45,3,0,1,0,2274,0,0,0,25,5,844,2,-1,0,0,1
42446,35,7,1,1,0,0,0,0,0,29,5,843,2,-1,0,0,1
42447,56,7,0,1,0,1853,0,0,0,28,0,318,1,-1,0,0,1
42448,53,4,1,1,0,2238,0,0,0,12,5,1117,2,-1,0,0,1
42449,29,4,1,1,0,290,1,0,2,26,8,508,1,-1,0,0,1
42450,35,3,1,1,0,1,0,0,0,18,7,995,2,-1,0,0,1
42451,58,4,1,2,0,0,0,0,0,4,9,300,1,-1,0,0,1
42452,28,7,2,1,0,448,0,0,0,17,0,143,1,-1,0,0,1
42453,49,3,1,2,0,2358,0,0,0,14,0,378,3,-1,0,0,1
42454,29,7,1,0,0,1166,0,0,0,2,6,244,1,-1,0,0,1
42455,27,8,2,1,0,1568,0,0,0,17,2,659,3,-1,0,0,1
42456,39,0,1,1,0,633,0,0,0,9,6,437,1,-1,0,0,1
42457,33,5,1,1,0,697,0,0,0,18,2,163,1,-1,0,0,1
42458,42,8,1,0,0,3074,0,0,0,10,11,286,1,-1,0,0,1
42459,58,5,1,1,0,76,0,0,0,9,0,456,3,-1,0,0,1
42460,52,3,0,0,0,674,0,0,0,22,5,767,2,-1,0,0,1
42461,42,2,1,1,0,1933,1,0,1,14,6,692,2,-1,0,0,1
42462,31,1,1,1,0,1050,0,0,0,23,1,353,1,-1,0,0,1
42463,51,2,1,1,0,243,1,0,2,29,8,784,2,-1,0,0,1
42464,61,3,1,1,0,3113,0,0,0,12,8,444,4,-1,0,0,1
42465,40,9,1,1,0,1955,0,0,1,4,5,604,6,-1,0,0,1
42466,29,8,1,1,0,162,0,0,0,4,1,249,1,-1,0,0,1
42467,30,1,1,1,0,60,1,0,0,5,8,525,1,-1,0,0,1
42468,36,9,1,0,0,0,0,0,2,5,7,604,1,-1,0,0,1
42469,38,3,1,2,0,2037,0,0,0,13,1,338,1,-1,0,0,1
42470,40,1,1,0,0,200,0,0,0,3,2,157,1,-1,0,0,1
42471,30,0,1,0,0,253,1,0,1,6,5,2681,3,-1,0,0,1
42472,49,6,0,0,0,2,0,0,0,25,4,1059,2,-1,0,0,1
42473,44,8,0,2,0,389,0,0,0,20,3,324,1,-1,0,0,1
42474,45,7,1,1,0,2028,0,0,1,2,3,792,1,-1,0,0,1
42475,27,7,1,2,0,235,0,0,0,7,9,125,1,-1,0,0,1
42476,32,7,1,1,0,2050,0,0,0,8,5,535,2,-1,0,0,1
42477,32,0,2,1,0,623,0,0,1,25,7,1231,2,-1,0,0,1
42478,36,5,1,1,0,918,0,0,0,29,1,444,2,-1,0,0,1
42479,45,2,1,1,0,2487,0,0,1,18,7,938,1,-1,0,0,1
42480,61,4,0,1,0,476,0,0,0,15,2,254,1,-1,0,0,1
42481,33,6,1,1,0,1335,0,0,0,18,7,168,1,-1,0,0,1
42482,46,1,1,0,0,1571,1,0,1,26,8,812,2,-1,0,0,1
42483,33,0,1,1,0,408,0,0,0,21,0,341,1,-1,0,0,1
42484,38,2,0,1,0,3406,0,0,0,14,6,406,3,-1,0,0,1
42485,29,4,2,1,0,2419,0,0,0,14,7,1277,2,-1,0,0,1
42486,31,3,2,1,0,310,0,0,1,12,8,757,2,-1,0,0,1
42487,34,3,1,2,0,323,0,0,0,11,3,261,1,-1,0,0,1
42488,34,1,1,1,0,1207,1,0,1,20,8,905,1,-1,0,0,1
42489,44,7,0,1,0,412,0,0,0,9,1,991,1,-1,0,0,1
42490,35,2,2,2,0,219,0,0,0,16,9,258,2,-1,0,0,1
42491,37,4,1,1,0,1501,1,0,0,19,8,262,1,-1,0,0,1
42492,30,3,1,1,0,324,1,0,0,17,4,1138,2,-1,0,0,1
42493,43,4,1,2,0,210,0,0,0,20,0,66,2,-1,0,0,1
42494,49,1,1,2,0,2498,0,0,0,16,7,221,1,-1,0,0,1
42495,43,4,1,1,0,1465,0,0,0,29,6,237,2,-1,0,0,1
42496,34,6,1,1,0,0,1,0,0,16,8,646,3,-1,0,0,1
42497,28,1,2,2,0,358,0,0,0,8,7,612,1,-1,0,0,1
42498,32,4,0,2,0,424,0,0,0,16,5,238,1,-1,0,0,1
42499,39,4,0,1,0,6,0,0,0,20,1,90,2,-1,0,0,1
42500,32,1,1,0,0,-891,1,0,0,14,5,766,1,-1,0,0,1
42501,27,0,1,1,0,-408,1,1,1,3,6,1228,1,-1,0,0,1
42502,30,0,1,1,0,315,1,0,0,7,3,1125,2,-1,0,0,1
42503,41,7,1,1,0,555,1,0,0,15,8,2299,2,-1,0,0,1
42504,34,2,2,1,0,1299,0,0,0,12,0,489,1,-1,0,0,1
42505,31,6,1,1,0,684,1,0,0,9,3,616,3,-1,0,0,1
42506,32,2,1,1,0,381,0,0,0,19,4,259,2,-1,0,0,1
42507,30,3,1,2,0,53,0,0,0,13,6,1177,2,-1,0,0,1
42508,30,8,1,2,0,386,0,0,0,24,7,863,1,-1,0,0,1
42509,45,0,1,1,0,924,0,0,0,8,4,576,1,-1,0,0,1
42510,38,8,0,1,0,1695,0,0,0,12,1,464,5,-1,0,0,1
42511,49,6,1,2,0,80,0,0,0,19,9,831,1,-1,0,0,1
42512,55,6,1,0,0,351,0,0,0,30,0,411,1,-1,0,0,1
42513,66,4,1,0,0,2341,0,0,0,12,2,359,1,-1,0,0,1
42514,35,0,1,0,0,89,0,0,0,5,3,315,2,-1,0,0,1
42515,28,8,2,1,0,-125,0,1,0,22,5,691,1,-1,0,0,1
42516,25,6,2,1,0,164,1,0,0,1,10,532,1,-1,0,0,1
42517,55,5,1,1,0,-358,0,0,0,23,4,805,1,-1,0,0,1
42518,35,9,1,1,0,133,0,0,0,4,7,219,1,-1,0,0,1
42519,36,1,1,0,0,402,1,0,2,4,6,919,1,-1,0,0,1
42520,49,4,1,1,0,2946,1,0,0,16,8,1776,2,-1,0,0,1
42521,27,0,1,1,0,1275,0,0,1,24,5,436,1,-1,0,0,1
42522,35,7,1,1,0,91,0,0,0,2,6,198,1,-1,0,0,1
42523,52,10,1,2,0,67,0,0,0,2,1,266,1,-1,0,0,1
42524,33,4,1,2,0,167,0,0,1,16,0,699,2,-1,0,0,1
42525,45,4,1,2,0,1393,0,0,0,26,0,736,4,-1,0,0,1
42526,29,3,2,1,0,400,0,0,0,7,7,261,2,-1,0,0,1
42527,35,3,1,1,0,387,0,0,0,9,6,837,1,-1,0,0,1
42528,30,2,2,1,0,484,0,0,0,6,4,632,1,-1,0,0,1
42529,35,4,1,1,0,103,0,0,0,14,2,580,1,-1,0,0,1
42530,54,2,0,0,0,77,0,0,0,29,4,462,5,-1,0,0,1
42531,49,0,1,1,0,595,0,0,0,4,7,136,1,-1,0,0,1
42532,47,7,0,2,0,1803,0,0,0,10,5,234,1,-1,0,0,1
42533,37,4,2,1,0,1279,0,0,0,17,8,1223,1,-1,0,0,1
42534,40,4,1,1,0,1794,0,0,0,5,0,252,1,-1,0,0,1
42535,29,2,1,1,0,7,1,1,0,11,5,626,1,-1,0,0,1
42536,27,4,2,1,0,0,1,0,0,15,5,766,4,-1,0,0,1
42537,48,7,1,2,0,2331,0,0,0,3,2,557,1,-1,0,0,1
42538,44,3,0,1,0,3010,0,0,0,16,3,646,2,-1,0,0,1
42539,36,9,1,1,0,391,0,0,1,13,6,1597,1,-1,0,0,1
42540,50,1,1,1,0,561,0,0,0,22,7,957,2,-1,0,0,1
42541,49,2,1,1,0,2445,0,0,0,8,4,204,1,-1,0,0,1
42542,26,7,2,1,0,-208,0,0,0,13,5,547,1,-1,0,0,1
42543,42,8,1,1,0,1082,0,0,0,13,7,178,1,-1,0,0,1
42544,45,0,0,0,0,-175,1,0,0,8,5,474,2,-1,0,0,1
42545,32,0,1,0,0,233,0,0,0,24,7,701,2,-1,0,0,1
42546,42,6,1,1,0,530,0,0,0,16,1,1181,3,-1,0,0,1
42547,51,1,1,1,0,142,0,0,0,28,1,242,1,-1,0,0,1
42548,48,2,1,1,0,259,0,0,0,2,4,262,1,-1,0,0,1
42549,50,2,0,1,0,1311,0,0,0,12,5,278,1,-1,0,0,1
42550,31,4,0,2,0,410,0,0,0,17,4,242,1,-1,0,0,1
42551,29,4,1,2,0,535,0,0,0,17,1,213,1,-1,0,0,1
42552,28,1,1,1,0,642,0,0,0,2,4,307,1,-1,0,0,1
42553,50,0,1,0,0,2394,1,0,2,9,8,1046,1,-1,0,0,1
42554,32,9,2,1,0,550,0,0,0,29,5,737,1,-1,0,0,1
42555,45,0,1,0,0,626,0,0,0,14,2,424,1,-1,0,0,1
42556,44,5,1,2,0,1250,0,0,1,17,7,325,1,-1,0,0,1
42557,30,2,1,1,0,0,1,0,0,7,8,661,1,-1,0,0,1
42558,35,3,1,1,0,2145,0,0,1,16,2,385,1,-1,0,0,1
42559,22,8,2,1,0,250,0,0,0,12,4,138,1,-1,0,0,1
42560,26,8,2,2,0,80,0,0,0,21,1,175,1,-1,0,0,1
42561,39,3,1,1,0,1335,0,0,0,20,0,379,1,-1,0,0,1
42562,32,2,1,1,0,316,0,0,0,5,2,141,2,-1,0,0,1
42563,42,1,1,0,0,885,0,0,0,9,6,390,1,-1,0,0,1
42564,34,4,1,2,0,266,0,0,0,7,10,589,1,-1,0,0,1
42565,32,0,1,1,0,1228,0,0,0,11,0,179,1,-1,0,0,1
42566,51,4,1,1,0,1429,0,0,1,11,6,581,1,-1,0,0,1
42567,29,1,1,1,0,0,0,0,0,26,4,158,1,-1,0,0,1
42568,45,7,0,1,0,-298,1,0,0,13,7,681,1,-1,0,0,1
42569,62,6,1,1,0,2588,0,0,0,20,0,207,2,-1,0,0,1
42570,49,4,1,1,0,2,0,0,0,11,5,802,1,-1,0,0,1
42571,24,6,2,1,0,2375,0,0,0,26,0,122,1,-1,0,0,1
42572,33,2,1,1,0,597,0,0,0,22,1,118,2,-1,0,0,1
42573,58,5,1,1,0,2382,0,0,0,29,7,178,1,-1,0,0,1
42574,33,4,1,2,0,1323,0,0,1,17,7,246,1,-1,0,0,1
42575,30,7,1,1,0,4,0,0,0,25,5,849,2,-1,0,0,1
42576,48,8,1,1,0,373,0,0,1,21,5,830,3,-1,0,0,1
42577,54,4,0,2,0,0,0,0,0,15,9,224,1,-1,0,0,1
42578,27,6,2,1,0,358,0,0,0,16,8,321,1,-1,0,0,1
42579,42,6,0,1,0,1113,0,0,0,18,6,783,1,-1,0,0,1
42580,48,9,1,0,0,517,0,0,0,28,3,1916,2,-1,0,0,1
42581,39,4,1,1,0,2466,0,0,0,7,7,932,1,-1,0,0,1
42582,28,7,1,1,0,3,0,0,0,16,4,990,4,-1,0,0,1
42583,45,9,2,1,0,-160,1,0,0,11,6,423,1,-1,0,0,1
42584,37,7,1,1,0,2541,0,0,0,15,1,639,1,-1,0,0,1
42585,39,2,2,1,0,3216,0,0,2,8,6,792,1,-1,0,0,1
42586,56,5,1,1,0,554,0,0,0,15,7,734,4,-1,0,0,1
42587,48,7,1,1,0,873,0,0,0,5,8,604,3,-1,0,0,1
42588,48,0,0,1,0,1717,0,0,0,4,1,209,1,-1,0,0,1
42589,36,7,1,1,0,1060,0,0,0,2,7,661,1,-1,0,0,1
42590,31,5,2,1,0,1023,0,0,0,4,5,213,2,-1,0,0,1
42591,44,1,1,1,0,920,0,0,0,7,5,571,1,-1,0,0,1
42592,29,2,1,1,0,542,0,0,0,16,3,122,1,-1,0,0,1
42593,36,9,2,1,0,1,0,0,0,14,3,769,2,-1,0,0,1
42594,26,8,2,1,0,96,0,1,0,6,5,578,2,-1,0,0,1
42595,42,0,1,1,0,946,0,0,0,10,4,580,1,-1,0,0,1
42596,40,1,1,1,0,851,1,0,1,6,6,859,2,-1,0,0,1
42597,26,5,1,2,0,30,1,0,0,5,5,323,1,-1,0,0,1
42598,29,8,2,1,0,2736,0,0,0,21,8,456,2,-1,0,0,1
42599,57,5,1,1,0,0,0,0,1,27,8,646,1,-1,0,0,1
42600,40,3,0,1,0,280,1,0,0,23,5,753,1,-1,0,0,1
42601,38,4,1,2,0,157,0,0,0,16,8,365,3,-1,0,0,1
42602,46,9,1,1,0,816,0,0,0,6,0,719,3,-1,0,0,1
42603,62,5,1,0,0,2059,0,0,0,22,3,233,1,-1,0,0,1
42604,34,6,1,1,0,2502,0,0,0,27,1,961,4,-1,0,0,1
42605,37,9,1,1,0,1977,0,0,0,12,7,338,1,-1,0,0,1
42606,29,8,1,1,0,438,0,0,0,11,1,492,2,-1,0,0,1
42607,35,5,1,2,0,661,1,0,0,5,6,837,1,-1,0,0,1
42608,53,4,1,1,0,461,0,0,0,4,2,647,2,-1,0,0,1
42609,53,5,1,0,0,400,0,0,0,18,9,686,1,-1,0,0,1
42610,33,1,1,1,0,800,0,0,0,5,0,142,1,-1,0,0,1
42611,36,3,1,1,0,166,1,0,0,18,7,436,1,-1,0,0,1
42612,35,6,2,2,0,1181,0,0,0,26,3,324,1,-1,0,0,1
42613,30,2,1,0,0,1,1,1,0,14,8,696,2,-1,0,0,1
42614,62,4,0,1,0,1504,0,0,0,10,3,502,1,-1,0,0,1
42615,41,5,1,1,0,2185,1,0,0,17,4,718,1,-1,0,0,1
42616,35,0,1,1,0,124,1,0,0,9,3,1283,1,-1,0,0,1
42617,46,0,0,1,0,237,0,0,0,4,9,164,1,-1,0,0,1
42618,32,9,1,1,0,2799,0,0,1,11,9,143,1,-1,0,0,1
42619,55,9,1,1,0,1630,0,0,0,5,2,289,2,-1,0,0,1
42620,35,5,1,1,0,362,1,0,0,18,8,303,1,-1,0,0,1
42621,27,5,1,0,0,1244,1,0,1,26,7,607,1,-1,0,0,1
42622,44,5,1,1,0,1623,0,0,0,3,7,288,2,-1,0,0,1
42623,51,1,1,2,0,0,0,0,0,9,5,1478,1,-1,0,0,1
42624,40,2,0,0,0,0,0,0,0,27,5,507,2,-1,0,0,1
42625,52,1,1,0,0,105,0,0,1,18,0,124,1,-1,0,0,1
42626,32,3,1,1,0,3028,1,0,0,10,7,610,3,-1,0,0,1
42627,30,1,2,1,0,-13,0,0,0,18,5,577,1,-1,0,0,1
42628,33,6,1,1,0,-594,0,1,0,19,9,938,1,-1,0,0,1
42629,59,4,1,1,0,477,0,0,0,22,0,249,1,-1,0,0,1
42630,37,6,1,2,0,725,0,0,0,16,1,159,1,-1,0,0,1
42631,44,4,1,1,0,1957,0,0,1,11,3,807,1,-1,0,0,1
42632,39,5,1,1,0,3398,0,0,0,20,6,250,1,-1,0,0,1
42633,30,8,2,1,0,39,0,0,0,13,3,411,2,-1,0,0,1
42634,36,1,1,1,0,1450,0,0,0,10,2,736,2,-1,0,0,1
42635,46,6,1,0,0,461,0,0,0,18,7,375,1,-1,0,0,1
42636,32,4,1,1,0,1808,0,0,0,27,1,249,3,-1,0,0,1
42637,47,7,1,0,0,1212,0,0,0,17,4,1931,1,-1,0,0,1
42638,23,0,1,1,0,-35,1,0,0,12,8,852,1,-1,0,0,1
42639,32,1,2,1,0,744,0,0,0,23,4,233,1,-1,0,0,1
42640,39,3,1,0,0,69,0,0,1,11,8,813,1,-1,0,0,1
42641,36,8,1,1,0,964,1,0,0,8,8,567,1,-1,0,0,1
42642,25,3,1,1,0,3415,0,0,0,16,0,157,1,-1,0,0,1
42643,28,1,2,1,0,523,0,0,0,9,6,558,2,-1,0,0,1
42644,36,9,1,1,0,827,0,0,0,12,3,711,3,-1,0,0,1
42645,36,3,1,1,0,31,1,0,0,12,7,185,1,-1,0,0,1
42646,34,7,1,1,0,394,0,0,0,5,0,324,1,-1,0,0,1
42647,66,4,0,0,0,479,0,0,0,7,3,257,1,-1,0,0,1
42648,41,9,1,1,0,1958,1,0,2,3,6,615,5,-1,0,0,1
42649,51,0,1,1,0,-527,1,1,0,1,6,1144,1,-1,0,0,1
42650,25,9,2,1,0,499,0,0,0,21,7,375,2,-1,0,0,1
42651,51,1,1,1,0,393,0,0,1,24,4,961,1,-1,0,0,1
42652,34,5,1,2,0,1198,0,0,0,24,5,300,1,-1,0,0,1
42653,26,7,2,1,0,466,0,0,0,13,5,141,1,-1,0,0,1
42654,46,4,0,1,0,506,0,0,0,21,0,231,1,-1,0,0,1
42655,60,7,1,1,0,876,0,0,0,13,1,278,2,-1,0,0,1
42656,67,5,1,0,0,2796,0,0,0,8,4,280,1,-1,0,0,1
42657,40,5,1,1,0,-757,0,1,1,4,5,946,3,-1,0,0,1
42658,43,4,1,2,0,471,0,0,0,3,6,283,1,-1,0,0,1
42659,55,8,0,0,0,708,0,0,0,28,7,759,2,-1,0,0,1
42660,37,5,1,1,0,192,1,0,0,14,6,1032,2,-1,0,0,1
42661,36,3,1,1,0,2988,0,0,0,13,0,312,1,-1,0,0,1
42662,26,5,2,2,0,2817,0,0,0,26,3,797,1,-1,0,0,1
42663,41,3,1,2,0,236,0,0,1,12,5,1112,1,-1,0,0,1
42664,36,4,0,2,0,145,0,0,0,22,6,723,1,-1,0,0,1
42665,30,0,2,0,0,0,0,0,0,11,4,720,2,-1,0,0,1
42666,33,1,1,1,0,1207,0,0,1,20,7,905,1,-1,0,0,1
42667,29,6,1,1,0,270,1,0,1,20,7,1881,2,-1,0,0,1
42668,38,0,1,1,0,121,0,0,0,17,5,1265,1,-1,0,0,1
42669,53,1,1,1,0,640,0,0,0,14,8,433,1,-1,0,0,1
42670,43,1,1,0,0,295,0,0,0,17,5,1162,3,-1,0,0,1
42671,32,4,1,2,0,924,0,0,0,21,3,179,1,-1,0,0,1
42672,30,8,1,1,0,2728,0,0,0,19,8,459,2,-1,0,0,1
42673,45,6,1,1,0,272,0,0,0,21,1,564,1,-1,0,0,1
42674,54,4,1,1,0,2340,0,0,0,19,3,383,1,-1,0,0,1
42675,39,7,1,1,0,774,0,0,0,26,4,998,1,-1,0,0,1
42676,34,4,2,2,0,468,0,0,0,8,5,274,1,-1,0,0,1
42677,31,9,2,1,0,2,0,0,0,11,5,766,2,-1,0,0,1
42678,33,2,2,1,0,17,1,0,0,18,6,1075,1,-1,0,0,1
42679,59,0,1,2,0,1614,0,0,0,20,1,920,5,-1,0,0,1
42680,44,2,0,1,0,-548,0,0,0,16,4,759,3,-1,0,0,1
42681,29,4,2,1,0,1169,0,0,0,19,1,444,1,-1,0,0,1
42682,29,6,1,1,0,1598,0,0,0,10,3,151,1,-1,0,0,1
42683,39,6,1,2,0,71,0,0,0,16,5,649,1,-1,0,0,1
42684,30,9,1,1,0,1735,1,0,2,19,8,802,1,-1,0,0,1
42685,52,5,1,1,0,931,0,0,0,13,4,377,2,-1,0,0,1
42686,37,9,1,1,0,1977,0,0,0,10,6,334,1,-1,0,0,1
42687,49,1,1,1,0,1962,0,0,0,17,3,356,1,-1,0,0,1
42688,45,3,1,1,0,3,0,0,0,8,1,1213,3,-1,0,0,1
42689,36,9,1,0,0,0,0,0,2,4,5,586,1,-1,0,0,1
42690,57,0,0,2,0,1613,0,0,0,15,1,905,4,-1,0,0,1
42691,44,0,0,1,0,2191,0,0,0,6,4,148,1,-1,0,0,1
42692,29,5,2,1,0,395,0,0,0,14,0,486,1,-1,0,0,1
42693,43,4,0,2,0,1239,0,0,0,15,3,1484,1,-1,0,0,1
42694,59,8,1,0,0,64,0,0,1,9,7,1028,2,-1,0,0,1
42695,28,0,2,1,0,-194,1,0,1,9,8,2015,1,-1,0,0,1
42696,33,4,1,2,0,1525,0,0,0,30,4,357,1,-1,0,0,1
42697,31,2,2,1,0,177,0,0,0,18,0,518,1,-1,0,0,1
42698,38,2,1,1,0,66,0,0,0,8,5,423,1,-1,0,0,1
42699,42,5,1,1,0,1612,0,0,0,7,3,155,2,-1,0,0,1
42700,27,6,1,2,0,830,0,0,0,17,3,556,1,-1,0,0,1
42701,36,1,1,0,0,251,0,0,0,5,8,250,1,-1,0,0,1
42702,31,8,1,1,0,345,0,0,0,17,5,927,1,-1,0,0,1
42703,43,9,1,0,1,-3,0,0,0,27,5,788,1,-1,0,0,1
42704,32,7,1,1,0,1136,0,0,0,9,3,403,2,-1,0,0,1
42705,35,6,1,1,0,0,0,0,0,28,4,842,2,-1,0,0,1
42706,35,5,1,1,0,1716,0,0,0,12,7,171,1,-1,0,0,1
42707,33,5,0,2,0,1370,1,0,1,26,4,744,1,-1,0,0,1
42708,29,9,1,1,0,536,0,0,1,26,6,409,1,-1,0,0,1
42709,40,5,1,0,0,336,1,0,0,11,8,510,2,-1,0,0,1
42710,46,4,0,1,0,16,0,0,0,30,3,562,1,-1,0,0,1
42711,25,6,2,1,0,798,0,0,0,5,6,253,1,-1,0,0,1
42712,30,0,1,1,0,0,0,0,0,26,5,454,3,-1,0,0,1
42713,25,8,1,1,0,1746,1,0,0,24,5,902,1,-1,0,0,1
42714,56,3,1,0,0,2785,0,0,0,11,1,608,3,-1,0,0,1
42715,33,9,1,1,0,1209,0,0,0,6,1,459,1,-1,0,0,1
42716,28,5,2,1,0,4,0,0,0,9,1,1020,2,-1,0,0,1
42717,59,0,1,1,0,1616,0,0,0,20,1,931,5,-1,0,0,1
42718,32,4,0,2,0,-18,1,0,0,9,8,667,2,-1,0,0,1
42719,42,6,0,2,0,216,0,0,0,6,2,1310,2,-1,0,0,1
42720,48,2,1,1,0,1394,0,0,0,15,8,531,1,-1,0,0,1
42721,34,0,1,0,0,-274,0,0,0,13,7,850,1,-1,0,0,1
42722,43,4,1,1,0,2860,0,0,1,15,3,564,1,-1,0,0,1
42723,27,6,1,1,0,114,0,0,0,16,6,775,2,-1,0,0,1
42724,22,7,2,1,0,254,0,0,0,13,4,143,1,-1,0,0,1
42725,42,1,2,2,0,2883,0,0,0,4,7,485,1,-1,0,0,1
42726,40,1,1,3,0,1517,0,0,1,17,3,364,1,-1,0,0,1
42727,28,4,1,2,0,2895,0,0,0,20,0,758,2,-1,0,0,1
42728,46,4,1,1,0,816,0,0,0,25,1,969,3,-1,0,0,1
42729,35,4,1,0,0,0,0,0,0,23,7,685,1,-1,0,0,1
42730,62,5,1,0,0,2356,0,0,0,15,5,367,1,-1,0,0,1
42731,27,6,2,2,0,0,0,0,0,12,1,216,1,-1,0,0,1
42732,24,8,1,1,0,235,0,0,0,25,1,871,1,-1,0,0,1
42733,53,7,0,0,0,2009,0,0,0,8,7,206,3,-1,0,0,1
42734,33,0,1,1,0,109,0,0,0,19,7,900,4,-1,0,0,1
42735,24,8,2,1,0,1232,0,0,0,25,3,263,1,-1,0,0,1
42736,40,9,0,1,0,1703,1,0,1,29,7,857,1,-1,0,0,1
42737,27,4,2,2,0,712,1,0,1,4,6,604,2,-1,0,0,1
42738,31,8,1,1,0,180,0,0,0,14,0,499,1,-1,0,0,1
42739,55,5,1,1,0,1640,0,0,0,7,9,587,3,-1,0,0,1
42740,34,2,1,1,0,268,0,0,0,11,5,548,1,-1,0,0,1
42741,38,2,1,0,0,466,0,0,0,17,7,894,3,-1,0,0,1
42742,37,1,1,0,0,2093,0,0,0,10,1,404,1,-1,0,0,1
42743,48,5,0,0,0,3,0,0,0,18,6,608,2,-1,0,0,1
42744,37,2,1,1,0,1872,0,0,0,11,0,902,2,-1,0,0,1
42745,42,2,1,1,0,63,0,0,1,19,4,741,4,-1,0,0,1
42746,43,2,1,1,0,56,1,0,0,12,6,482,3,-1,0,0,1
42747,41,8,1,1,0,3082,0,0,0,10,10,285,1,-1,0,0,1
42748,30,4,1,1,0,1374,0,0,0,8,0,546,2,-1,0,0,1
42749,46,4,0,2,0,2652,0,0,0,20,9,307,3,-1,0,0,1
42750,33,1,2,1,0,843,1,0,0,15,5,574,1,-1,0,0,1
42751,44,7,0,1,0,0,0,0,1,19,6,1020,3,-1,0,0,1
42752,59,6,0,0,0,1474,0,0,0,9,6,496,1,-1,0,0,1
42753,53,4,1,2,0,574,0,0,0,17,8,703,2,-1,0,0,1
42754,57,1,1,1,0,671,1,0,0,12,8,1271,1,-1,0,0,1
42755,30,5,2,1,0,0,1,0,0,17,6,445,1,-1,0,0,1
42756,29,3,2,1,0,-27,0,0,0,13,7,269,1,-1,0,0,1
